title,id,doi,creators,orcid,date,description,resource_type,url,type,rights,publisher,relation,communities,swh_id,keywords,src_repo,issn,pmid,iris_cat,title_norm,dup_reason
Le iniziative collegate ad Agenda 2030 attuate e in programma nelle biblioteche dell'Emilia-Romagna. Report dell'indagine 2020-2021,5589609.0,10.5281/zenodo.5589609,"['Bernabè, Anna', 'Bertolini, Adriano', 'Tinti, Paolo', 'Turricchia, Roberta', 'Zanetti, Elisa']","['0000-0001-6751-4979', '0000-0002-0458-8556', '0000-0002-5587-7315', 'zenodo', 'zenodo']",2021-11-03,"[ENG] Report of the survey carried out by the Emilia-Romagna regional section of the Italian Library Association (AIB) in 2020-2021. The survey aimed at mapping the initiatives, planned or developed by the libraries located in Emilia-Romagna, in order to contribute to the United Nations 2030 Agenda Sustainable Development Goals (SDGs). The project also intended to help work out a tool for similar surveys to be carried out in other Italian regions. 
[ITA] Rapporto dell'indagine condotta negli anni 2020-2021 dalla Sezione Emilia-Romagna dell'Associazione Italiana Biblioteche (AIB). L'indagine mirava a mappare le iniziative svolte o in programma nelle biblioteche dell'Emilia-Romagna al fine di contribuire agli Obiettivi di sviluppo sostenibile (SDGs) dell'Agenda 2030 delle Nazioni Unite. Il progetto intendeva anche supportare l'elaborazione di uno strumento utile ad indagini simili da svolgere in altre regioni italiane.
 ",dataset,https://doi.org/10.5281/zenodo.5589609,dataset,open,zenodo,['5589608'],['aib'],,"['Biblioteche italiane', 'Sviluppo sostenibile', 'Agenda 2030', 'Educazione alla sostenibilità', 'Impatto', 'Responsabilità', 'Istruzione', 'Eguaglianza', 'Diritti', 'Giustizia', 'Libertà', 'Mondo', 'Comunità', 'Territorio', 'Bisogni', 'Italian Libraries', 'Sustainable development', '2030 Agenda', 'Education for sustainability', 'Responsibility', 'Education', 'Impact', 'Rights', 'Freedom', 'Community', 'World', 'Equality', 'Justice', 'Environment', 'Needs']",zenodo,,,7.05 Banche dati,le iniziative collegate ad agenda 2030 attuate e in programma nelle biblioteche dellemiliaromagna report dellindagine 20202021,multiple ids
BraDypUS,5577979.0,10.5281/zenodo.5577979,"['Bogdani, Julian']",['0000-0001-5250-927X'],2021-08-22,BraDypUS web database system,software,https://doi.org/10.5281/zenodo.5577979,software,open,zenodo,['1467904'],[],,,zenodo,,,7.04 Software,bradypus,title
"Update recommendations for the Review of Materials Modelling, in particular regarding the reference architecture for metadata based semantic interoperability",6038364.0,10.5281/zenodo.6038364,"['Ghedini, Emanuele']",['0000-0003-3805-8761'],2019-08-31,"This document will provide recommendations about (1) the definition of interoperability scenarios, including potential taxonomies for Open Simulation Platforms (i.e. an environment which provides open standards for integration and interoperability of materials models) depending on the type and level of integrations within the components; (2) the use of an ontology as standard reference for the representation of concepts and data in an interoperable environment; (3) the use of the EMMO for the achievement of syntactic and semantic interoperability.",project deliverable,https://doi.org/10.5281/zenodo.6038364,publication,open,zenodo,['6038363'],"['emmc', 'eu']",,"['Interoperability', 'Ontology', 'EMMO', 'Open Simulation Platform']",zenodo,,,7.13 Rapporto tecnico,update recommendations for the review of materials modelling in particular regarding the reference architecture for metadata based semantic interoperability,multiple ids
SHEET project - Unibo Computer Vision Final Repository,11091938.0,10.5281/zenodo.11091938,"['Bortolotti, Gianmarco', 'Piani, Mirko', 'Boini, Alexandra', 'Franceschini, Cristiano', 'Gullino, Michele', 'Mengoli, Dario', 'Omodei, Nicolò', 'Rossi, Simone', 'Manfrini, Luigi', 'Morandi, Brunella']","['0000-0003-2322-8561', '0000-0001-7087-3761', '0000-0003-3042-2602', '0000-0002-4111-6400', '0000-0002-8853-4247', '0000-0002-6131-8026', '0000-0002-4513-4198', '0000-0001-6719-4522', '0000-0003-4776-0608', '0000-0001-6368-2975']",2024-04-29," 
This version fixes the previous one, in which there were missing models weights
More information  regarding SHEET Project activity carried out from the UniBo group can be found at the dedicated GitHub repository.
 ",dataset,https://doi.org/10.5281/zenodo.11091938,dataset,open,zenodo,['10956705'],[],,,zenodo,,,7.05 Banche dati,sheet project unibo computer vision final repository,title
SHEET project Deliverable D2.3-D2.4 - Apple Fruit position and temperature data,10805065.0,10.5281/zenodo.10805065,"['Bortolotti, Gianmarco', 'Boini, Alexandra', 'Piani, Mirko', 'Franceschini, Cristiano', 'Gullino, Michele', 'Manfrini, Luigi', 'Morandi, Brunella']","['0000-0003-2322-8561', '0000-0003-3042-2602', '0000-0001-7087-3761', '0000-0002-4111-6400', '0000-0002-8853-4247', '0000-0003-4776-0608', '0000-0001-6368-2975']",2024-03-01,"The data publlished here are an outcome of the SHEET project https://ictagrifood.eu/node/44656.
More information regarding the project and the collected data can be found in ""SHEET_D2.1-D2.4.docx"":- D2.2, D2.3, D2.2-Continuation for information regarding the RGB-D/Thermal scanning platform prototype- D2.4 for dataset information
Data are organized by years of collection for seasons 2021, 2022, and 2023.
Data recorded includes the following:- Continuos weather data of the trial site in open field.- Continuos microclimatic data of orchard conditions tested (2021, 2022 only).
- Discrete radiation measurements of the illumination condition of each tested treatment , on a representative tree. 
- Continuos measurements of apple fruit surface temperature collected with thermocouples.- Discrete measurements of apple fruit surface temperature collected with handheld thermal camera (2022, 2023 only)
- Position of the fruit monitored for surface temperature
- Discrete measurements of apple fruit surface temperature and position collected with an RGB-D/ Thermal scanning platform prototype (2022 only) 
-Discrete measurement reporting the moment of sunburn damage occurrence, its level, L*a*b* chroma and Hue color information, and DA-meter index values.
More information  regarding SHEET Project activity carried out from the UniBo group can be found at the dedicated GitHub repository.",dataset,https://doi.org/10.5281/zenodo.10805065,dataset,open,zenodo,['10805064'],[],,,zenodo,,,7.05 Banche dati,sheet project deliverable d23d24 apple fruit position and temperature data,title
KiwiSorter,10687350.0,10.5281/zenodo.10687350,"['Piani, Mirko', 'Bortolotti, Gianmarco', 'Mengoli, Dario', 'Omodei, Nicolò', 'Rossi, Simone', 'Manfrini, Luigi']","['0000-0001-7087-3761', '0000-0003-2322-8561', '0000-0002-6131-8026', '0000-0002-4513-4198', '0000-0001-6719-4522', '0000-0003-4776-0608']",2024-02-21,Full Changelog: https://github.com/ECOPOM/KiwiSorter/compare/KiwiSorter.v0...v0.1.0,software,https://doi.org/10.5281/zenodo.10687350,software,open,zenodo,['10687349'],[],,,zenodo,,,7.04 Software,kiwisorter,title
SHEET project Deliverable D2.3-D2.4 - Apple Fruit position and temperature data,10805065.0,10.5281/zenodo.10805065,"['Bortolotti, Gianmarco', 'Boini, Alexandra', 'Piani, Mirko', 'Franceschini, Cristiano', 'Gullino, Michele', 'Manfrini, Luigi', 'Morandi, Brunella']","['0000-0003-2322-8561', '0000-0003-3042-2602', '0000-0001-7087-3761', '0000-0002-4111-6400', '0000-0002-8853-4247', '0000-0003-4776-0608', '0000-0001-6368-2975']",2024-03-01,"The data publlished here are an outcome of the SHEET project https://ictagrifood.eu/node/44656.
More information regarding the project and the collected data can be found in ""SHEET_D2.1-D2.4.docx"":- D2.2, D2.3, D2.2-Continuation for information regarding the RGB-D/Thermal scanning platform prototype- D2.4 for dataset information
Data are organized by years of collection for seasons 2021, 2022, and 2023.
Data recorded includes the following:- Continuos weather data of the trial site in open field.- Continuos microclimatic data of orchard conditions tested (2021, 2022 only).
- Discrete radiation measurements of the illumination condition of each tested treatment , on a representative tree. 
- Continuos measurements of apple fruit surface temperature collected with thermocouples.- Discrete measurements of apple fruit surface temperature collected with handheld thermal camera (2022, 2023 only)
- Position of the fruit monitored for surface temperature
- Discrete measurements of apple fruit surface temperature and position collected with an RGB-D/ Thermal scanning platform prototype (2022 only) 
-Discrete measurement reporting the moment of sunburn damage occurrence, its level, L*a*b* chroma and Hue color information, and DA-meter index values.
More information  regarding SHEET Project activity carried out from the UniBo group can be found at the dedicated GitHub repository.",dataset,https://doi.org/10.5281/zenodo.10805065,dataset,open,zenodo,['10805064'],[],,,zenodo,,,7.05 Banche dati,sheet project deliverable d23d24 apple fruit position and temperature data,title
SHEET project - Unibo Computer Vision Final Repository,11091938.0,10.5281/zenodo.11091938,"['Bortolotti, Gianmarco', 'Piani, Mirko', 'Boini, Alexandra', 'Franceschini, Cristiano', 'Gullino, Michele', 'Mengoli, Dario', 'Omodei, Nicolò', 'Rossi, Simone', 'Manfrini, Luigi', 'Morandi, Brunella']","['0000-0003-2322-8561', '0000-0001-7087-3761', '0000-0003-3042-2602', '0000-0002-4111-6400', '0000-0002-8853-4247', '0000-0002-6131-8026', '0000-0002-4513-4198', '0000-0001-6719-4522', '0000-0003-4776-0608', '0000-0001-6368-2975']",2024-04-29," 
This version fixes the previous one, in which there were missing models weights
More information  regarding SHEET Project activity carried out from the UniBo group can be found at the dedicated GitHub repository.
 ",dataset,https://doi.org/10.5281/zenodo.11091938,dataset,open,zenodo,['10956705'],[],,,zenodo,,,7.05 Banche dati,sheet project unibo computer vision final repository,title
OpenAcces_RGBD_apple_dataset,10687504.0,10.5281/zenodo.10687504,"['Bortolotti, Gianmarco', 'Piani, Mirko', 'Gullino, Michele', 'Franceschini, Cristiano', 'Mengoli, Dario', 'Manfrini, Luigi']","['0000-0003-2322-8561', '0000-0001-7087-3761', '0000-0002-8853-4247', '0000-0002-4111-6400', '0000-0002-6131-8026', '0000-0003-4776-0608']",2024-02-21,"Full Changelog: https://github.com/ECOPOM/OpenAcces_RGBD_apple_dataset/compare/v1.0.1...v1.1.0
 
Detailed Information can be found on the dedicated  GitHUB Page",software,https://doi.org/10.5281/zenodo.10687504,software,open,zenodo,['10687503'],[],,,zenodo,,,7.04 Software,openaccesrgbdappledataset,title
KiwiSorter,10687350.0,10.5281/zenodo.10687350,"['Piani, Mirko', 'Bortolotti, Gianmarco', 'Mengoli, Dario', 'Omodei, Nicolò', 'Rossi, Simone', 'Manfrini, Luigi']","['0000-0001-7087-3761', '0000-0003-2322-8561', '0000-0002-6131-8026', '0000-0002-4513-4198', '0000-0001-6719-4522', '0000-0003-4776-0608']",2024-02-21,Full Changelog: https://github.com/ECOPOM/KiwiSorter/compare/KiwiSorter.v0...v0.1.0,software,https://doi.org/10.5281/zenodo.10687350,software,open,zenodo,['10687349'],[],,,zenodo,,,7.04 Software,kiwisorter,title
SHEET project - Unibo Computer Vision Final Repository,11091938.0,10.5281/zenodo.11091938,"['Bortolotti, Gianmarco', 'Piani, Mirko', 'Boini, Alexandra', 'Franceschini, Cristiano', 'Gullino, Michele', 'Mengoli, Dario', 'Omodei, Nicolò', 'Rossi, Simone', 'Manfrini, Luigi', 'Morandi, Brunella']","['0000-0003-2322-8561', '0000-0001-7087-3761', '0000-0003-3042-2602', '0000-0002-4111-6400', '0000-0002-8853-4247', '0000-0002-6131-8026', '0000-0002-4513-4198', '0000-0001-6719-4522', '0000-0003-4776-0608', '0000-0001-6368-2975']",2024-04-29," 
This version fixes the previous one, in which there were missing models weights
More information  regarding SHEET Project activity carried out from the UniBo group can be found at the dedicated GitHub repository.
 ",dataset,https://doi.org/10.5281/zenodo.11091938,dataset,open,zenodo,['10956705'],[],,,zenodo,,,7.05 Banche dati,sheet project unibo computer vision final repository,title
OpenAcces_RGBD_apple_dataset,10687504.0,10.5281/zenodo.10687504,"['Bortolotti, Gianmarco', 'Piani, Mirko', 'Gullino, Michele', 'Franceschini, Cristiano', 'Mengoli, Dario', 'Manfrini, Luigi']","['0000-0003-2322-8561', '0000-0001-7087-3761', '0000-0002-8853-4247', '0000-0002-4111-6400', '0000-0002-6131-8026', '0000-0003-4776-0608']",2024-02-21,"Full Changelog: https://github.com/ECOPOM/OpenAcces_RGBD_apple_dataset/compare/v1.0.1...v1.1.0
 
Detailed Information can be found on the dedicated  GitHUB Page",software,https://doi.org/10.5281/zenodo.10687504,software,open,zenodo,['10687503'],[],,,zenodo,,,7.04 Software,openaccesrgbdappledataset,title
"Database of extreme events, test cases selection and available data, Deliverable 5.1 – ECFAS Project (GA 101004211), www.ecfas.eu",7488643.0,10.5281/zenodo.7488643,"['Souto-Ceccon, P.E.', 'Duo, E.', 'Ciavola, P.', 'Fernandez-Montblanc, T.', 'Armaroli, C.']","['0000-0002-2123-6253', '0000-0003-1146-9966', '0000-0002-7107-8185', '0000-0001-6910-448X', '0000-0002-5236-0185']",2021-03-29,"The European Copernicus Coastal Flood Awareness System (ECFAS) project aimed at contributing to the evolution of the Copernicus Emergency Management Service (https://emergency.copernicus.eu/) by demonstrating the technical and operational feasibility of a European Coastal Flood Awareness System. Specifically, ECFAS provides a much-needed solution to bolster coastal resilience to climate risk and reduce population and infrastructure exposure by monitoring and supporting disaster preparedness, two factors that are fundamental to damage prevention and recovery if a storm hits.
The ECFAS Proof-of-Concept development ran from January 2021 to December 2022. The ECFAS project was a collaboration between Scuola Universitaria Superiore IUSS di Pavia (Italy, ECFAS Coordinator), Mercator Ocean International (France), Planetek Hellas (Greece), Collecte Localisation Satellites (France), Consorzio Futuro in Ricerca (Italy), Universitat Politecnica de Valencia (Spain), University of the Aegean (Greece), and EurOcean (Portugal), and was funded by the European Commission H2020 Framework Programme within the call LC-SPACE-18-EO-2020 - Copernicus evolution: research activities in support of the evolution of the Copernicus services. 
Reference literature:
Souto-Ceccon, P. E., Montes, J., Duo, E., Ciavola, P., Fernández-Montblanc, T., and Armaroli, C.: A European database of resources on coastal storm impacts, Earth Syst. Sci. Data, 17, 1041–1054, https://doi.org/10.5194/essd-17-1041-2025, 2025.
Description of the product
Deliverable 5.1 is a comprehensive inventory of extreme coastal events that produced flooding at different locations along the European coastline. It includes the collection and identification of events, locations and available information on the test cases.
The purpose of the ECFAS database is to provide a source of information on extreme coastal events and locations that experienced coastal flooding, considering both hazard and impact aspects. Thus, the database collects events, sites and available information to support further investigation on specific test cases. Test cases are defined here as specific sites where an extreme event that generated flooding and damage occurred. The time frame considered for the analysis is between 2010 and 2020 in order to use recent satellite imagery with good resolution and including, if possible, overlap with Sentinel missions.
The product includes three files: 1) an Excel file with the inventory; 2) an accompanying report that includes the guidelines to use the inventory, other relevant information on the method used to implement the inventory and the sources of information; 3) the test cases polygons in .geojson format.
This ECFAS Database is made available under the Open Database License: http://opendatacommons.org/licenses/odbl/1.0/. Any rights in individual contents of the database are licensed under the Open Database License: http://opendatacommons.org/licenses/dbcl/1.0/.
This Report is made available under the Creative Commons Attribution 4.0 International License.
 
Disclaimer:
ECFAS partners provide the data ""as is"" and ""as available"" without warranty of any kind. The ECFAS partners shall not be held liable resulting from the use of the information and data provided.
This project has received funding from the Horizon 2020 research and innovation programme under grant agreement No. 101004211
 ",dataset,https://doi.org/10.5281/zenodo.7488643,dataset,open,zenodo,['6538416'],[],,"['ECFAS', 'Coastal Flood', 'Impact', 'Case studies', 'Extreme events', 'Database']",zenodo,,,7.05 Banche dati,database of extreme events test cases selection and available data deliverable 51 – ecfas project ga 101004211 wwwecfaseu,title
SHEET project Deliverable D2.3-D2.4 - Apple Fruit position and temperature data,10805065.0,10.5281/zenodo.10805065,"['Bortolotti, Gianmarco', 'Boini, Alexandra', 'Piani, Mirko', 'Franceschini, Cristiano', 'Gullino, Michele', 'Manfrini, Luigi', 'Morandi, Brunella']","['0000-0003-2322-8561', '0000-0003-3042-2602', '0000-0001-7087-3761', '0000-0002-4111-6400', '0000-0002-8853-4247', '0000-0003-4776-0608', '0000-0001-6368-2975']",2024-03-01,"The data publlished here are an outcome of the SHEET project https://ictagrifood.eu/node/44656.
More information regarding the project and the collected data can be found in ""SHEET_D2.1-D2.4.docx"":- D2.2, D2.3, D2.2-Continuation for information regarding the RGB-D/Thermal scanning platform prototype- D2.4 for dataset information
Data are organized by years of collection for seasons 2021, 2022, and 2023.
Data recorded includes the following:- Continuos weather data of the trial site in open field.- Continuos microclimatic data of orchard conditions tested (2021, 2022 only).
- Discrete radiation measurements of the illumination condition of each tested treatment , on a representative tree. 
- Continuos measurements of apple fruit surface temperature collected with thermocouples.- Discrete measurements of apple fruit surface temperature collected with handheld thermal camera (2022, 2023 only)
- Position of the fruit monitored for surface temperature
- Discrete measurements of apple fruit surface temperature and position collected with an RGB-D/ Thermal scanning platform prototype (2022 only) 
-Discrete measurement reporting the moment of sunburn damage occurrence, its level, L*a*b* chroma and Hue color information, and DA-meter index values.
More information  regarding SHEET Project activity carried out from the UniBo group can be found at the dedicated GitHub repository.",dataset,https://doi.org/10.5281/zenodo.10805065,dataset,open,zenodo,['10805064'],[],,,zenodo,,,7.05 Banche dati,sheet project deliverable d23d24 apple fruit position and temperature data,title
SHEET project - Unibo Computer Vision Final Repository,11091938.0,10.5281/zenodo.11091938,"['Bortolotti, Gianmarco', 'Piani, Mirko', 'Boini, Alexandra', 'Franceschini, Cristiano', 'Gullino, Michele', 'Mengoli, Dario', 'Omodei, Nicolò', 'Rossi, Simone', 'Manfrini, Luigi', 'Morandi, Brunella']","['0000-0003-2322-8561', '0000-0001-7087-3761', '0000-0003-3042-2602', '0000-0002-4111-6400', '0000-0002-8853-4247', '0000-0002-6131-8026', '0000-0002-4513-4198', '0000-0001-6719-4522', '0000-0003-4776-0608', '0000-0001-6368-2975']",2024-04-29," 
This version fixes the previous one, in which there were missing models weights
More information  regarding SHEET Project activity carried out from the UniBo group can be found at the dedicated GitHub repository.
 ",dataset,https://doi.org/10.5281/zenodo.11091938,dataset,open,zenodo,['10956705'],[],,,zenodo,,,7.05 Banche dati,sheet project unibo computer vision final repository,title
KiwiSorter,10687350.0,10.5281/zenodo.10687350,"['Piani, Mirko', 'Bortolotti, Gianmarco', 'Mengoli, Dario', 'Omodei, Nicolò', 'Rossi, Simone', 'Manfrini, Luigi']","['0000-0001-7087-3761', '0000-0003-2322-8561', '0000-0002-6131-8026', '0000-0002-4513-4198', '0000-0001-6719-4522', '0000-0003-4776-0608']",2024-02-21,Full Changelog: https://github.com/ECOPOM/KiwiSorter/compare/KiwiSorter.v0...v0.1.0,software,https://doi.org/10.5281/zenodo.10687350,software,open,zenodo,['10687349'],[],,,zenodo,,,7.04 Software,kiwisorter,title
SHEET project Deliverable D2.3-D2.4 - Apple Fruit position and temperature data,10805065.0,10.5281/zenodo.10805065,"['Bortolotti, Gianmarco', 'Boini, Alexandra', 'Piani, Mirko', 'Franceschini, Cristiano', 'Gullino, Michele', 'Manfrini, Luigi', 'Morandi, Brunella']","['0000-0003-2322-8561', '0000-0003-3042-2602', '0000-0001-7087-3761', '0000-0002-4111-6400', '0000-0002-8853-4247', '0000-0003-4776-0608', '0000-0001-6368-2975']",2024-03-01,"The data publlished here are an outcome of the SHEET project https://ictagrifood.eu/node/44656.
More information regarding the project and the collected data can be found in ""SHEET_D2.1-D2.4.docx"":- D2.2, D2.3, D2.2-Continuation for information regarding the RGB-D/Thermal scanning platform prototype- D2.4 for dataset information
Data are organized by years of collection for seasons 2021, 2022, and 2023.
Data recorded includes the following:- Continuos weather data of the trial site in open field.- Continuos microclimatic data of orchard conditions tested (2021, 2022 only).
- Discrete radiation measurements of the illumination condition of each tested treatment , on a representative tree. 
- Continuos measurements of apple fruit surface temperature collected with thermocouples.- Discrete measurements of apple fruit surface temperature collected with handheld thermal camera (2022, 2023 only)
- Position of the fruit monitored for surface temperature
- Discrete measurements of apple fruit surface temperature and position collected with an RGB-D/ Thermal scanning platform prototype (2022 only) 
-Discrete measurement reporting the moment of sunburn damage occurrence, its level, L*a*b* chroma and Hue color information, and DA-meter index values.
More information  regarding SHEET Project activity carried out from the UniBo group can be found at the dedicated GitHub repository.",dataset,https://doi.org/10.5281/zenodo.10805065,dataset,open,zenodo,['10805064'],[],,,zenodo,,,7.05 Banche dati,sheet project deliverable d23d24 apple fruit position and temperature data,title
SHEET project - Unibo Computer Vision Final Repository,11091938.0,10.5281/zenodo.11091938,"['Bortolotti, Gianmarco', 'Piani, Mirko', 'Boini, Alexandra', 'Franceschini, Cristiano', 'Gullino, Michele', 'Mengoli, Dario', 'Omodei, Nicolò', 'Rossi, Simone', 'Manfrini, Luigi', 'Morandi, Brunella']","['0000-0003-2322-8561', '0000-0001-7087-3761', '0000-0003-3042-2602', '0000-0002-4111-6400', '0000-0002-8853-4247', '0000-0002-6131-8026', '0000-0002-4513-4198', '0000-0001-6719-4522', '0000-0003-4776-0608', '0000-0001-6368-2975']",2024-04-29," 
This version fixes the previous one, in which there were missing models weights
More information  regarding SHEET Project activity carried out from the UniBo group can be found at the dedicated GitHub repository.
 ",dataset,https://doi.org/10.5281/zenodo.11091938,dataset,open,zenodo,['10956705'],[],,,zenodo,,,7.05 Banche dati,sheet project unibo computer vision final repository,title
OpenAcces_RGBD_apple_dataset,10687504.0,10.5281/zenodo.10687504,"['Bortolotti, Gianmarco', 'Piani, Mirko', 'Gullino, Michele', 'Franceschini, Cristiano', 'Mengoli, Dario', 'Manfrini, Luigi']","['0000-0003-2322-8561', '0000-0001-7087-3761', '0000-0002-8853-4247', '0000-0002-4111-6400', '0000-0002-6131-8026', '0000-0003-4776-0608']",2024-02-21,"Full Changelog: https://github.com/ECOPOM/OpenAcces_RGBD_apple_dataset/compare/v1.0.1...v1.1.0
 
Detailed Information can be found on the dedicated  GitHUB Page",software,https://doi.org/10.5281/zenodo.10687504,software,open,zenodo,['10687503'],[],,,zenodo,,,7.04 Software,openaccesrgbdappledataset,title
SHEET project - Unibo Computer Vision Final Repository,11091938.0,10.5281/zenodo.11091938,"['Bortolotti, Gianmarco', 'Piani, Mirko', 'Boini, Alexandra', 'Franceschini, Cristiano', 'Gullino, Michele', 'Mengoli, Dario', 'Omodei, Nicolò', 'Rossi, Simone', 'Manfrini, Luigi', 'Morandi, Brunella']","['0000-0003-2322-8561', '0000-0001-7087-3761', '0000-0003-3042-2602', '0000-0002-4111-6400', '0000-0002-8853-4247', '0000-0002-6131-8026', '0000-0002-4513-4198', '0000-0001-6719-4522', '0000-0003-4776-0608', '0000-0001-6368-2975']",2024-04-29," 
This version fixes the previous one, in which there were missing models weights
More information  regarding SHEET Project activity carried out from the UniBo group can be found at the dedicated GitHub repository.
 ",dataset,https://doi.org/10.5281/zenodo.11091938,dataset,open,zenodo,['10956705'],[],,,zenodo,,,7.05 Banche dati,sheet project unibo computer vision final repository,title
KiwiSorter,10687350.0,10.5281/zenodo.10687350,"['Piani, Mirko', 'Bortolotti, Gianmarco', 'Mengoli, Dario', 'Omodei, Nicolò', 'Rossi, Simone', 'Manfrini, Luigi']","['0000-0001-7087-3761', '0000-0003-2322-8561', '0000-0002-6131-8026', '0000-0002-4513-4198', '0000-0001-6719-4522', '0000-0003-4776-0608']",2024-02-21,Full Changelog: https://github.com/ECOPOM/KiwiSorter/compare/KiwiSorter.v0...v0.1.0,software,https://doi.org/10.5281/zenodo.10687350,software,open,zenodo,['10687349'],[],,,zenodo,,,7.04 Software,kiwisorter,title
SHEET project Deliverable D2.3-D2.4 - Apple Fruit position and temperature data,10805065.0,10.5281/zenodo.10805065,"['Bortolotti, Gianmarco', 'Boini, Alexandra', 'Piani, Mirko', 'Franceschini, Cristiano', 'Gullino, Michele', 'Manfrini, Luigi', 'Morandi, Brunella']","['0000-0003-2322-8561', '0000-0003-3042-2602', '0000-0001-7087-3761', '0000-0002-4111-6400', '0000-0002-8853-4247', '0000-0003-4776-0608', '0000-0001-6368-2975']",2024-03-01,"The data publlished here are an outcome of the SHEET project https://ictagrifood.eu/node/44656.
More information regarding the project and the collected data can be found in ""SHEET_D2.1-D2.4.docx"":- D2.2, D2.3, D2.2-Continuation for information regarding the RGB-D/Thermal scanning platform prototype- D2.4 for dataset information
Data are organized by years of collection for seasons 2021, 2022, and 2023.
Data recorded includes the following:- Continuos weather data of the trial site in open field.- Continuos microclimatic data of orchard conditions tested (2021, 2022 only).
- Discrete radiation measurements of the illumination condition of each tested treatment , on a representative tree. 
- Continuos measurements of apple fruit surface temperature collected with thermocouples.- Discrete measurements of apple fruit surface temperature collected with handheld thermal camera (2022, 2023 only)
- Position of the fruit monitored for surface temperature
- Discrete measurements of apple fruit surface temperature and position collected with an RGB-D/ Thermal scanning platform prototype (2022 only) 
-Discrete measurement reporting the moment of sunburn damage occurrence, its level, L*a*b* chroma and Hue color information, and DA-meter index values.
More information  regarding SHEET Project activity carried out from the UniBo group can be found at the dedicated GitHub repository.",dataset,https://doi.org/10.5281/zenodo.10805065,dataset,open,zenodo,['10805064'],[],,,zenodo,,,7.05 Banche dati,sheet project deliverable d23d24 apple fruit position and temperature data,title
OpenAcces_RGBD_apple_dataset,10687504.0,10.5281/zenodo.10687504,"['Bortolotti, Gianmarco', 'Piani, Mirko', 'Gullino, Michele', 'Franceschini, Cristiano', 'Mengoli, Dario', 'Manfrini, Luigi']","['0000-0003-2322-8561', '0000-0001-7087-3761', '0000-0002-8853-4247', '0000-0002-4111-6400', '0000-0002-6131-8026', '0000-0003-4776-0608']",2024-02-21,"Full Changelog: https://github.com/ECOPOM/OpenAcces_RGBD_apple_dataset/compare/v1.0.1...v1.1.0
 
Detailed Information can be found on the dedicated  GitHUB Page",software,https://doi.org/10.5281/zenodo.10687504,software,open,zenodo,['10687503'],[],,,zenodo,,,7.04 Software,openaccesrgbdappledataset,title
Le iniziative collegate ad Agenda 2030 attuate e in programma nelle biblioteche dell'Emilia-Romagna. Report dell'indagine 2020-2021,5589609.0,10.5281/zenodo.5589609,"['Bernabè, Anna', 'Bertolini, Adriano', 'Tinti, Paolo', 'Turricchia, Roberta', 'Zanetti, Elisa']","['0000-0001-6751-4979', '0000-0002-0458-8556', '0000-0002-5587-7315', 'zenodo', 'zenodo']",2021-11-03,"[ENG] Report of the survey carried out by the Emilia-Romagna regional section of the Italian Library Association (AIB) in 2020-2021. The survey aimed at mapping the initiatives, planned or developed by the libraries located in Emilia-Romagna, in order to contribute to the United Nations 2030 Agenda Sustainable Development Goals (SDGs). The project also intended to help work out a tool for similar surveys to be carried out in other Italian regions. 
[ITA] Rapporto dell'indagine condotta negli anni 2020-2021 dalla Sezione Emilia-Romagna dell'Associazione Italiana Biblioteche (AIB). L'indagine mirava a mappare le iniziative svolte o in programma nelle biblioteche dell'Emilia-Romagna al fine di contribuire agli Obiettivi di sviluppo sostenibile (SDGs) dell'Agenda 2030 delle Nazioni Unite. Il progetto intendeva anche supportare l'elaborazione di uno strumento utile ad indagini simili da svolgere in altre regioni italiane.
 ",dataset,https://doi.org/10.5281/zenodo.5589609,dataset,open,zenodo,['5589608'],['aib'],,"['Biblioteche italiane', 'Sviluppo sostenibile', 'Agenda 2030', 'Educazione alla sostenibilità', 'Impatto', 'Responsabilità', 'Istruzione', 'Eguaglianza', 'Diritti', 'Giustizia', 'Libertà', 'Mondo', 'Comunità', 'Territorio', 'Bisogni', 'Italian Libraries', 'Sustainable development', '2030 Agenda', 'Education for sustainability', 'Responsibility', 'Education', 'Impact', 'Rights', 'Freedom', 'Community', 'World', 'Equality', 'Justice', 'Environment', 'Needs']",zenodo,,,7.05 Banche dati,le iniziative collegate ad agenda 2030 attuate e in programma nelle biblioteche dellemiliaromagna report dellindagine 20202021,multiple ids
Zeri Photo Archive RDF Dataset,5157.0,10.6092/unibo/amsacta/5157,"['Marilena, Daquino', 'Francesca, Mambelli', 'Silvio, Peroni', 'Francesca, Tomasi', 'Fabio, Vitali']","['0000-0002-1113-7550', '0000-0002-2341-4375', '0000-0003-0530-4305', '0000-0002-6631-8607', '0000-0002-7562-5203']",2016-05-18,"The Zeri Photo Archive RDF dataset represents a considerable subset of data already available at Zeri Catalog web site and discoverable through the Europeana Portal, mostly regarding works of Modern Art (15th-16th centuries): about 19.000 works of art and more than 30.000 photographs depicting such works are accurately described by means of like 10 million of RDF triples.",,https://amsacta.unibo.it/id/eprint/5157,dataset,,"Centro Risorse per la Ricerca (CRR-MM), Università di Bologna",,,,,amsacta,,,7.05 Banche dati,zeri photo archive rdf dataset,multiple ids
